r1,r2,a11,a22,a12,a21,N1_eq,N2_eq,SoS1,SoS2,nu,nu_CE,rare_species,self_limitation,rare_extinction_rate,common_extinction_rate,mean_coexistence_time
8.7,7.0,2.9,2.3,0.61,2.0,2.6,0.41,2.7,1.4,1.4,10.472672963407472,species2_rare,weak,0.69,0.23,2.8
9.1,17.0,0.84,1.7,0.42,1.6,9.2,1.0,3.5,0.56,12.0,37.994533070004195,species2_rare,weak,0.94,0.059,11.0
16.0,11.0,1.4,1.7,0.42,0.86,11.0,0.33,3.1,1.6,8.2,157.62329177006288,species2_rare,weak,1.0,0.0,6.6
15.0,5.4,2.9,1.7,0.75,0.47,4.6,1.4,1.8,4.7,-4.6,19.454505727355908,species2_rare,strong,0.9,0.089,5.1
2.1,1.8,2.7,0.83,0.81,1.8,0.41,0.04,1.0,1.2,-0.037,0.08492492752792083,species2_rare,strong,0.29,0.31,1.2
13.0,8.1,2.7,1.8,1.0,1.2,4.3,0.97,1.6,2.0,-0.63,12.215931535875455,species2_rare,strong,0.78,0.2,5.2
19.0,7.2,1.1,1.9,2.5,0.096,10.0,2.8,0.79,7.5,-25.0,-168.93375430710003,species2_rare,strong,0.93,0.065,13.0
10.0,13.0,1.8,2.4,0.53,2.3,5.2,0.068,3.6,0.79,7.2,32.675208679093224,species2_rare,weak,0.88,0.11,5.5
8.3,4.4,0.45,1.3,1.1,0.11,13.0,1.5,1.2,2.9,-10.0,-54.20123693778596,species2_rare,strong,0.95,0.043,6.4
17.0,2.1,2.6,1.6,1.9,0.13,5.7,0.21,0.9,9.4,-24.0,13.473859159942338,species2_rare,strong,0.94,0.039,2.3
11.0,12.0,2.3,0.47,0.39,2.2,1.7,16.0,1.2,1.1,-0.84,-9.072754123808116,species1_rare,strong,0.67,0.33,9.4
9.4,15.0,2.8,2.8,1.3,2.0,1.1,4.2,2.1,1.3,-1.2,3.5678202337884324,species1_rare,strong,0.74,0.23,4.3
7.2,16.0,2.5,0.09,0.017,2.6,1.7,120.0,4.3,0.98,-190.0,-11919.245106905682,species1_rare,strong,0.98,0.02,7.5
6.3,6.1,2.0,0.33,0.33,0.3,0.095,15.0,0.99,3.5,19.0,105.82512829942438,species1_rare,weak,1.0,0.0035,4.4
17.0,3.4,2.3,2.9,1.5,0.25,6.8,0.24,1.5,6.3,-16.0,25.496324086142092,species2_rare,strong,0.97,0.019,2.4
17.0,16.0,2.2,2.2,1.0,1.8,6.4,1.7,2.0,1.2,1.8,17.033731961893817,species2_rare,weak,0.89,0.11,9.4
20.0,16.0,0.63,1.4,1.6,0.51,20.0,4.1,0.88,1.2,-2.7,-1.7755762838136824,species2_rare,strong,0.59,0.41,23.0
17.0,9.1,1.1,1.7,0.95,0.24,12.0,3.1,1.7,3.8,-9.5,-33.798283149555914,species2_rare,strong,1.0,0.001,16.0
2.2,4.8,0.96,2.6,0.8,2.0,0.026,1.4,2.2,0.63,-1.1,0.4429067897667931,species1_rare,strong,0.35,0.4,1.6
4.4,7.9,0.03,2.2,0.9,0.01,23.0,3.1,2.1,2.0,0.4,-5516.4687202933055,species2_rare,weak,0.65,0.34,13.0
7.8,7.6,1.5,2.7,1.5,1.1,3.5,1.0,1.7,1.3,0.41,0.786326375618317,species2_rare,weak,0.63,0.31,3.4
3.5,2.9,1.9,2.5,1.2,1.0,1.2,0.28,1.5,1.5,0.02,0.408111402863632,species2_rare,weak,0.46,0.26,1.5
5.1,8.9,1.6,2.8,0.28,2.7,2.5,0.42,4.9,0.64,4.5,11.675141078601259,species2_rare,weak,0.69,0.24,2.8
15.0,19.0,1.8,1.6,0.87,2.2,7.3,1.1,1.7,0.84,2.7,14.361043039810875,species2_rare,weak,0.76,0.24,11.0
8.4,14.0,2.5,0.19,0.019,1.6,2.6,46.0,6.1,1.4,-100.0,-6958.920782338576,species1_rare,strong,0.99,0.007,13.0
13.0,11.0,0.96,2.2,0.5,0.54,11.0,1.7,3.4,1.7,8.2,64.08155662892364,species2_rare,weak,1.0,0.0005,7.8
15.0,16.0,1.6,1.6,1.4,1.4,0.56,9.1,1.1,1.1,0.16,8.690928174178373,species1_rare,weak,0.71,0.29,11.0
11.0,20.0,2.7,1.6,0.53,0.88,1.6,11.0,2.7,2.6,-0.44,49.15925332278866,species1_rare,strong,1.0,0.0005,7.3
4.8,9.8,0.39,0.81,0.25,0.021,2.7,11.0,2.6,4.0,5.4,1621.990833761996,species1_rare,weak,1.0,0.001,13.0
11.0,6.5,0.69,1.9,0.83,0.2,13.0,1.6,1.9,2.8,-4.9,-21.591351224287013,species2_rare,strong,0.99,0.005,6.7
11.0,13.0,0.93,0.91,0.64,0.13,1.9,13.0,1.4,4.5,17.0,413.2382789078806,species1_rare,weak,1.0,0.0,12.0
17.0,15.0,1.4,2.7,1.3,1.2,12.0,0.24,2.0,1.1,4.7,39.35941432498063,species2_rare,weak,0.98,0.02,7.6
5.6,12.0,2.8,0.68,0.21,2.6,0.56,14.0,2.7,1.1,-11.0,-17.387551757174663,species1_rare,strong,0.91,0.075,3.7
15.0,8.8,2.9,3.0,0.53,1.1,4.5,1.0,3.7,2.4,2.2,35.935571485198054,species2_rare,weak,0.92,0.064,4.5
7.2,9.8,1.5,2.8,0.94,1.9,3.9,0.48,2.4,0.79,2.8,5.018380076419692,species2_rare,weak,0.69,0.27,3.6
18.0,6.4,2.6,2.3,1.9,0.37,5.5,1.5,1.1,5.3,-8.2,-3.3440956989287116,species2_rare,strong,0.89,0.1,5.3
5.6,20.0,1.6,1.9,0.4,2.3,0.55,9.3,3.9,0.73,-14.0,15.596229264295882,species1_rare,strong,0.94,0.05,5.0
7.2,6.8,1.5,2.2,1.7,1.3,3.4,0.72,1.2,1.1,0.081,0.6741553402012795,species2_rare,weak,0.52,0.4,3.0
6.4,15.0,2.2,2.3,0.9,2.8,0.14,5.7,2.4,0.83,-4.3,6.581534472337736,species1_rare,strong,0.75,0.21,3.6
17.0,20.0,1.7,1.8,1.3,0.49,1.7,9.9,1.3,2.9,6.6,107.57871750156303,species1_rare,weak,1.0,0.0045,11.0
7.6,16.0,1.9,1.8,0.5,1.4,1.6,7.2,3.1,1.3,-5.1,7.06236519073361,species1_rare,strong,0.95,0.05,7.0
17.0,13.0,2.6,1.4,0.88,1.8,6.1,0.65,1.6,1.4,0.46,27.518169737997397,species2_rare,weak,0.88,0.12,8.5
15.0,13.0,1.4,2.1,0.82,0.89,9.2,1.6,2.2,1.5,2.8,34.50308081809976,species2_rare,weak,0.99,0.015,8.9
17.0,16.0,2.8,2.1,2.2,0.33,0.44,6.7,0.99,5.8,15.0,118.18706651693968,species1_rare,weak,0.99,0.013,5.8
19.0,8.0,2.8,0.63,1.4,0.17,0.98,11.0,0.49,9.0,43.0,167.71855288200447,species1_rare,weak,1.0,0.0,7.8
19.0,15.0,2.5,1.8,1.0,1.9,6.8,0.82,1.7,1.3,1.3,28.836289151329733,species2_rare,weak,0.9,0.095,8.9
2.6,14.0,1.2,1.9,0.023,3.0,1.3,4.9,12.0,0.51,-20.0,-107.53752754220316,species1_rare,strong,0.76,0.19,3.5
8.0,9.8,1.8,2.3,0.86,2.0,3.5,0.82,2.3,0.92,1.9,5.190220561536418,species2_rare,weak,0.65,0.3,4.0
19.0,14.0,2.3,2.1,0.73,1.4,7.0,1.8,2.6,1.7,2.4,42.08411862745171,species2_rare,weak,0.97,0.023,9.0
13.0,14.0,0.97,1.7,0.28,1.1,12.0,0.7,4.5,0.93,20.0,179.02249621611918,species2_rare,weak,1.0,0.0015,8.4
5.3,11.0,2.4,1.9,0.2,1.0,1.4,4.6,5.4,1.9,-5.6,-12.051368282992915,species1_rare,strong,0.89,0.09,4.3
10.0,2.5,0.61,0.68,2.2,0.091,14.0,0.32,0.43,4.3,-27.0,5.524384585286563,species2_rare,strong,0.81,0.18,4.9
18.0,9.2,1.1,1.9,0.52,0.53,14.0,0.25,2.8,2.0,5.9,189.78186080245075,species2_rare,weak,1.0,0.0,5.7
6.5,19.0,2.9,2.1,0.11,0.6,1.6,8.5,9.8,3.0,-24.0,-41.33285308919221,species1_rare,strong,1.0,0.0025,5.0
16.0,17.0,2.9,0.94,0.32,1.1,3.7,13.0,2.6,2.4,-1.0,-88.59899678595505,species1_rare,strong,0.99,0.011,24.0
2.0,12.0,1.3,3.0,0.045,0.017,0.69,3.7,10.0,2.0,-12.0,926.4034883215797,species1_rare,strong,0.92,0.045,2.8
4.9,14.0,2.4,3.0,0.22,0.44,1.3,4.0,7.1,2.8,-5.9,18.4799970148708,species1_rare,strong,0.9,0.072,3.8
5.2,2.2,2.8,1.6,0.37,0.61,1.5,0.21,1.7,2.7,-0.62,6.300433053374523,species2_rare,strong,0.59,0.23,1.7
14.0,10.0,2.6,0.83,0.99,0.93,1.3,9.3,0.85,2.5,6.7,10.925911973225357,species1_rare,weak,0.9,0.093,8.4
14.0,5.3,2.1,0.75,1.2,0.67,5.8,0.5,0.68,2.8,-5.6,13.368902037493687,species2_rare,strong,0.79,0.2,6.7
14.0,17.0,2.8,2.8,2.0,0.92,0.64,5.5,1.4,2.7,3.1,29.60337777368859,species1_rare,weak,0.92,0.068,5.6
