r1,r2,a11,a12,a21,a22,N1,N2,FE1,S1,FE2,S2,Rank,Coexist,Asy,cor_sos,Rare,PGR1,PGR2,A1,A2,B,C
20.0,15.0,0.1,0.9,1.0,0.7,0.0,20.0,1.3333333333333333,0.7894736842105263,0.75,0.1047120418848167,2.0,0.0,0.6847616423257096,-6.847616423257096,0.0,,0.0,True,False,False,False
20.0,15.0,0.3,0.9,1.0,0.7,0.0,20.0,1.3333333333333333,0.7894736842105263,0.75,0.310880829015544,2.0,0.0,0.4785928551949823,-4.785928551949824,0.0,,0.0,True,False,False,False
20.0,15.0,0.5,0.9,1.0,0.7,0.0,20.0,1.3333333333333333,0.7894736842105263,0.75,0.5128205128205128,2.0,0.0,0.2766531713900135,-2.7665317139001355,0.0,,0.0,True,False,False,False
20.0,15.0,0.7,0.9,1.0,0.7,0.0,20.0,1.3333333333333333,0.7894736842105263,0.75,0.7106598984771574,2.0,0.0,0.0788137857333689,-0.7881378573336895,0.0,,0.0,True,False,False,False
20.0,15.0,0.9,0.9,1.0,0.7,0.0,20.0,1.3333333333333333,0.7894736842105263,0.75,0.9045226130653268,2.0,0.0,-0.1150489288548003,1.1504892885480034,0.0,,0.0,True,False,False,False
17.0,15.0,0.1,1.0,0.3,0.9,0.0,15.555555555555555,1.1333333333333333,0.9060402684563758,0.8823529411764706,0.3469387755102041,2.0,0.0,0.5591014929461716,-4.348567167359112,0.0,,0.0,True,False,False,False
18.0,15.0,0.1,1.0,0.3,0.9,0.0,15.555555555555555,1.2,0.9060402684563758,0.8333333333333334,0.3461538461538462,2.0,0.0,0.5598864223025295,-4.354672173464119,0.0,,0.0,True,False,False,False
19.0,15.0,0.1,1.0,0.3,0.9,0.0,15.555555555555555,1.2666666666666666,0.9060402684563758,0.7894736842105263,0.3454545454545455,2.0,0.0,0.5605857230018303,-4.360111178903124,0.0,,0.0,True,False,False,False
20.0,15.0,0.1,1.0,0.3,0.9,0.0,15.555555555555555,1.3333333333333333,0.9060402684563758,0.75,0.3448275862068966,2.0,0.0,0.5612126822494792,-4.3649875286070605,0.0,,0.0,True,False,False,False
18.0,16.0,0.1,1.0,0.3,0.9,0.0,16.666666666666668,1.125,0.9056603773584904,0.8888888888888888,0.3461538461538462,2.0,0.0,0.5595065312046443,-4.662554426705369,0.0,,0.0,True,False,False,False
19.0,16.0,0.1,1.0,0.3,0.9,0.0,16.666666666666668,1.1875,0.9056603773584904,0.8421052631578947,0.3454545454545455,2.0,0.0,0.5602058319039449,-4.668381932532875,0.0,,0.0,True,False,False,False
20.0,16.0,0.1,1.0,0.3,0.9,0.0,16.666666666666668,1.25,0.9056603773584904,0.8,0.3448275862068966,2.0,0.0,0.5608327911515939,-4.673606592929949,0.0,,0.0,True,False,False,False
19.0,17.0,0.1,1.0,0.3,0.9,0.0,17.77777777777778,1.1176470588235294,0.9053254437869822,0.8947368421052632,0.3454545454545455,2.0,0.0,0.5598708983324368,-4.976630207399437,0.0,,0.0,True,False,False,False
20.0,17.0,0.1,1.0,0.3,0.9,0.0,17.77777777777778,1.1764705882352942,0.9053254437869822,0.85,0.3448275862068966,2.0,0.0,0.5604978575800856,-4.98220317848965,0.0,,0.0,True,False,False,False
