k,r1,r2,a11,a12,a21,a22,cor_sos,nu_sign,coexist,left_N1_win,right_N1_win,curve_cross
0.25,17.0,19.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,0,0
0.25,18.0,19.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,0,0
0.25,19.0,19.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,1,1
0.25,15.0,20.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,0,0
0.25,16.0,20.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,0,0
0.25,17.0,20.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,0,0
0.25,18.0,20.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,0,0
0.25,19.0,20.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,0,0
0.25,20.0,20.0,1.0,0.3,1.0,0.3,0.0,zero,1,0,0,0
0.25,15.0,15.0,1.5,0.3,1.0,0.3,10.53763440860216,positive,0,0,0,0
0.25,16.0,15.0,1.5,0.3,1.0,0.3,8.636363636363637,positive,1,1,0,1
0.25,17.0,15.0,1.5,0.3,1.0,0.3,6.704761904761908,positive,1,1,0,1
0.25,18.0,15.0,1.5,0.3,1.0,0.3,4.747747747747752,positive,1,1,0,1
0.25,15.0,16.0,1.5,0.3,1.0,0.3,11.290322580645167,positive,0,0,0,0
0.25,16.0,16.0,1.5,0.3,1.0,0.3,11.363636363636363,positive,0,0,0,0
0.25,17.0,16.0,1.5,0.3,1.0,0.3,9.447619047619051,positive,1,1,0,1
0.25,18.0,16.0,1.5,0.3,1.0,0.3,7.50450450450451,positive,1,1,0,1
0.25,19.0,16.0,1.5,0.3,1.0,0.3,5.538461538461537,positive,1,1,0,1
0.25,15.0,17.0,1.5,0.3,1.0,0.3,12.04301075268818,positive,0,0,0,0
0.25,16.0,17.0,1.5,0.3,1.0,0.3,12.121212121212125,positive,0,0,0,0
0.25,17.0,17.0,1.5,0.3,1.0,0.3,12.190476190476195,positive,0,0,0,0
0.25,18.0,17.0,1.5,0.3,1.0,0.3,10.261261261261268,positive,1,1,0,1
0.25,19.0,17.0,1.5,0.3,1.0,0.3,8.307692307692307,positive,1,1,0,1
0.25,20.0,17.0,1.5,0.3,1.0,0.3,6.333333333333333,positive,1,1,0,1
0.25,15.0,18.0,1.5,0.3,1.0,0.3,12.795698924731193,positive,0,0,0,0
0.25,16.0,18.0,1.5,0.3,1.0,0.3,12.87878787878788,positive,0,0,0,0
0.25,17.0,18.0,1.5,0.3,1.0,0.3,12.952380952380958,positive,0,0,0,0
0.25,18.0,18.0,1.5,0.3,1.0,0.3,13.018018018018026,positive,0,0,0,0
0.25,19.0,18.0,1.5,0.3,1.0,0.3,11.076923076923077,positive,1,1,0,1
0.25,20.0,18.0,1.5,0.3,1.0,0.3,9.113821138211382,positive,1,1,0,1
0.25,15.0,19.0,1.5,0.3,1.0,0.3,13.5483870967742,positive,0,0,0,0
0.25,16.0,19.0,1.5,0.3,1.0,0.3,13.636363636363637,positive,0,0,0,0
0.25,17.0,19.0,1.5,0.3,1.0,0.3,13.71428571428572,positive,0,0,0,0
0.25,18.0,19.0,1.5,0.3,1.0,0.3,13.78378378378379,positive,0,0,0,0
0.25,19.0,19.0,1.5,0.3,1.0,0.3,13.846153846153843,positive,0,0,0,0
0.25,20.0,19.0,1.5,0.3,1.0,0.3,11.894308943089433,positive,1,1,0,1
0.25,15.0,20.0,1.5,0.3,1.0,0.3,14.301075268817211,positive,0,0,0,0
0.25,16.0,20.0,1.5,0.3,1.0,0.3,14.393939393939396,positive,0,0,0,0
0.25,17.0,20.0,1.5,0.3,1.0,0.3,14.476190476190482,positive,0,0,0,0
0.25,18.0,20.0,1.5,0.3,1.0,0.3,14.549549549549557,positive,0,0,0,0
0.25,19.0,20.0,1.5,0.3,1.0,0.3,14.615384615384611,positive,0,0,0,0
0.25,20.0,20.0,1.5,0.3,1.0,0.3,14.67479674796748,positive,0,0,0,0
0.25,15.0,15.0,2.0,0.3,1.0,0.3,20.416666666666668,positive,0,0,0,0
0.25,16.0,15.0,2.0,0.3,1.0,0.3,18.676470588235293,positive,1,1,0,1
0.25,17.0,15.0,2.0,0.3,1.0,0.3,16.88888888888889,positive,1,1,0,1
0.25,18.0,15.0,2.0,0.3,1.0,0.3,15.06140350877193,positive,1,1,0,1
0.25,19.0,15.0,2.0,0.3,1.0,0.3,13.2,positive,1,1,0,1
0.25,20.0,15.0,2.0,0.3,1.0,0.3,11.309523809523808,positive,1,1,0,1
0.25,15.0,16.0,2.0,0.3,1.0,0.3,21.875,positive,0,0,0,0
0.25,16.0,16.0,2.0,0.3,1.0,0.3,22.058823529411764,positive,0,0,0,0
0.25,17.0,16.0,2.0,0.3,1.0,0.3,20.296296296296298,positive,1,1,0,1
0.25,18.0,16.0,2.0,0.3,1.0,0.3,18.49122807017544,positive,1,1,0,1
0.25,19.0,16.0,2.0,0.3,1.0,0.3,16.65,positive,1,1,0,1
0.25,20.0,16.0,2.0,0.3,1.0,0.3,14.77777777777778,positive,1,1,0,1
0.25,15.0,17.0,2.0,0.3,1.0,0.3,23.333333333333336,positive,0,0,0,0
0.25,16.0,17.0,2.0,0.3,1.0,0.3,23.529411764705884,positive,0,0,0,0
0.25,17.0,17.0,2.0,0.3,1.0,0.3,23.703703703703702,positive,0,0,0,0
0.25,18.0,17.0,2.0,0.3,1.0,0.3,21.921052631578945,positive,1,1,0,1
0.25,19.0,17.0,2.0,0.3,1.0,0.3,20.1,positive,1,1,0,1
0.25,20.0,17.0,2.0,0.3,1.0,0.3,18.246031746031743,positive,1,1,0,1
0.25,15.0,18.0,2.0,0.3,1.0,0.3,24.791666666666668,positive,0,0,0,0
0.25,16.0,18.0,2.0,0.3,1.0,0.3,25.0,positive,0,0,0,0
0.25,17.0,18.0,2.0,0.3,1.0,0.3,25.185185185185187,positive,0,0,0,0
0.25,18.0,18.0,2.0,0.3,1.0,0.3,25.35087719298245,positive,0,0,0,0
0.25,19.0,18.0,2.0,0.3,1.0,0.3,23.55,positive,1,1,0,1
0.25,20.0,18.0,2.0,0.3,1.0,0.3,21.71428571428571,positive,1,1,0,1
0.25,15.0,19.0,2.0,0.3,1.0,0.3,26.25,positive,0,0,0,0
0.25,16.0,19.0,2.0,0.3,1.0,0.3,26.47058823529412,positive,0,0,0,0
0.25,17.0,19.0,2.0,0.3,1.0,0.3,26.666666666666664,positive,0,0,0,0
0.25,18.0,19.0,2.0,0.3,1.0,0.3,26.84210526315789,positive,0,0,0,0
0.25,19.0,19.0,2.0,0.3,1.0,0.3,27.0,positive,0,0,0,0
0.25,20.0,19.0,2.0,0.3,1.0,0.3,25.18253968253968,positive,1,1,0,1
0.25,15.0,20.0,2.0,0.3,1.0,0.3,27.708333333333336,positive,0,0,0,0
0.25,16.0,20.0,2.0,0.3,1.0,0.3,27.94117647058824,positive,0,0,0,0
0.25,17.0,20.0,2.0,0.3,1.0,0.3,28.14814814814815,positive,0,0,0,0
0.25,18.0,20.0,2.0,0.3,1.0,0.3,28.33333333333333,positive,0,0,0,0
0.25,19.0,20.0,2.0,0.3,1.0,0.3,28.5,positive,0,0,0,0
0.25,20.0,20.0,2.0,0.3,1.0,0.3,28.65079365079365,positive,0,0,0,0
0.25,15.0,15.0,2.5,0.3,1.0,0.3,29.696969696969685,positive,0,0,0,0
0.25,16.0,15.0,2.5,0.3,1.0,0.3,28.14285714285714,positive,1,1,0,1
0.25,17.0,15.0,2.5,0.3,1.0,0.3,26.522522522522525,positive,1,1,0,1
0.25,18.0,15.0,2.5,0.3,1.0,0.3,24.846153846153843,positive,1,1,0,1
0.25,19.0,15.0,2.5,0.3,1.0,0.3,23.1219512195122,positive,1,1,0,1
0.25,20.0,15.0,2.5,0.3,1.0,0.3,21.35658914728682,positive,1,1,0,1
0.25,15.0,16.0,2.5,0.3,1.0,0.3,31.818181818181813,positive,0,0,0,0
0.25,16.0,16.0,2.5,0.3,1.0,0.3,32.14285714285714,positive,0,0,0,0
0.25,17.0,16.0,2.5,0.3,1.0,0.3,30.55855855855856,positive,1,1,0,1
0.25,18.0,16.0,2.5,0.3,1.0,0.3,28.914529914529908,positive,1,1,0,1
0.25,19.0,16.0,2.5,0.3,1.0,0.3,27.21951219512196,positive,1,1,0,1
0.25,20.0,16.0,2.5,0.3,1.0,0.3,25.48062015503875,positive,1,1,0,1
0.25,15.0,17.0,2.5,0.3,1.0,0.3,33.93939393939394,positive,0,0,0,0
0.25,16.0,17.0,2.5,0.3,1.0,0.3,34.285714285714285,positive,0,0,0,0
0.25,17.0,17.0,2.5,0.3,1.0,0.3,34.5945945945946,positive,0,0,0,0
0.25,18.0,17.0,2.5,0.3,1.0,0.3,32.982905982905976,positive,1,1,0,1
0.25,19.0,17.0,2.5,0.3,1.0,0.3,31.31707317073172,positive,1,1,0,1
0.25,20.0,17.0,2.5,0.3,1.0,0.3,29.604651162790685,positive,1,1,0,1
0.25,15.0,18.0,2.5,0.3,1.0,0.3,36.060606060606055,positive,0,0,0,0
0.25,16.0,18.0,2.5,0.3,1.0,0.3,36.42857142857143,positive,0,0,0,0
0.25,17.0,18.0,2.5,0.3,1.0,0.3,36.756756756756765,positive,0,0,0,0
0.25,18.0,18.0,2.5,0.3,1.0,0.3,37.05128205128205,positive,0,0,0,0
0.25,19.0,18.0,2.5,0.3,1.0,0.3,35.41463414634147,positive,1,1,0,1
0.25,20.0,18.0,2.5,0.3,1.0,0.3,33.728682170542626,positive,1,1,0,1
0.25,15.0,19.0,2.5,0.3,1.0,0.3,38.18181818181817,positive,0,0,0,0
0.25,16.0,19.0,2.5,0.3,1.0,0.3,38.57142857142857,positive,0,0,0,0
0.25,17.0,19.0,2.5,0.3,1.0,0.3,38.91891891891892,positive,0,0,0,0
0.25,18.0,19.0,2.5,0.3,1.0,0.3,39.230769230769226,positive,0,0,0,0
0.25,19.0,19.0,2.5,0.3,1.0,0.3,39.51219512195123,positive,0,0,0,0
0.25,20.0,19.0,2.5,0.3,1.0,0.3,37.85271317829456,positive,1,1,0,1
0.25,15.0,20.0,2.5,0.3,1.0,0.3,40.3030303030303,positive,0,0,0,0
0.25,16.0,20.0,2.5,0.3,1.0,0.3,40.71428571428572,positive,0,0,0,0
0.25,17.0,20.0,2.5,0.3,1.0,0.3,41.08108108108109,positive,0,0,0,0
0.25,18.0,20.0,2.5,0.3,1.0,0.3,41.41025641025641,positive,0,0,0,0
0.25,19.0,20.0,2.5,0.3,1.0,0.3,41.70731707317074,positive,0,0,0,0
0.25,20.0,20.0,2.5,0.3,1.0,0.3,41.976744186046496,positive,0,0,0,0
0.25,15.0,15.0,3.0,0.3,1.0,0.3,38.43137254901961,positive,0,0,0,0
0.25,16.0,15.0,3.0,0.3,1.0,0.3,37.08333333333333,positive,1,1,0,1
0.25,17.0,15.0,3.0,0.3,1.0,0.3,35.64912280701754,positive,1,1,0,1
0.25,18.0,15.0,3.0,0.3,1.0,0.3,34.141666666666666,positive,1,1,0,1
0.25,19.0,15.0,3.0,0.3,1.0,0.3,32.57142857142858,positive,1,1,0,1
0.25,20.0,15.0,3.0,0.3,1.0,0.3,30.946969696969703,positive,1,1,0,1
0.25,15.0,16.0,3.0,0.3,1.0,0.3,41.1764705882353,positive,0,0,0,0
0.25,16.0,16.0,3.0,0.3,1.0,0.3,41.66666666666666,positive,0,0,0,0
0.25,17.0,16.0,3.0,0.3,1.0,0.3,40.280701754385966,positive,1,1,0,1
0.25,18.0,16.0,3.0,0.3,1.0,0.3,38.81666666666667,positive,1,1,0,1
0.25,19.0,16.0,3.0,0.3,1.0,0.3,37.28571428571429,positive,1,1,0,1
0.25,20.0,16.0,3.0,0.3,1.0,0.3,35.6969696969697,positive,1,1,0,1
0.25,15.0,17.0,3.0,0.3,1.0,0.3,43.921568627451,positive,0,0,0,0
0.25,16.0,17.0,3.0,0.3,1.0,0.3,44.44444444444444,positive,0,0,0,0
0.25,17.0,17.0,3.0,0.3,1.0,0.3,44.91228070175438,positive,0,0,0,0
0.25,18.0,17.0,3.0,0.3,1.0,0.3,43.49166666666667,positive,1,1,0,1
0.25,19.0,17.0,3.0,0.3,1.0,0.3,42.0,positive,1,1,0,1
0.25,20.0,17.0,3.0,0.3,1.0,0.3,40.4469696969697,positive,1,1,0,1
0.25,15.0,18.0,3.0,0.3,1.0,0.3,46.66666666666668,positive,0,0,0,0
0.25,16.0,18.0,3.0,0.3,1.0,0.3,47.22222222222222,positive,0,0,0,0
0.25,17.0,18.0,3.0,0.3,1.0,0.3,47.719298245614034,positive,0,0,0,0
0.25,18.0,18.0,3.0,0.3,1.0,0.3,48.16666666666667,positive,0,0,0,0
0.25,19.0,18.0,3.0,0.3,1.0,0.3,46.71428571428572,positive,1,1,0,1
0.25,20.0,18.0,3.0,0.3,1.0,0.3,45.1969696969697,positive,1,1,0,1
0.25,15.0,19.0,3.0,0.3,1.0,0.3,49.41176470588236,positive,0,0,0,0
0.25,16.0,19.0,3.0,0.3,1.0,0.3,49.99999999999999,positive,0,0,0,0
0.25,17.0,19.0,3.0,0.3,1.0,0.3,50.526315789473685,positive,0,0,0,0
0.25,18.0,19.0,3.0,0.3,1.0,0.3,51.00000000000001,positive,0,0,0,0
0.25,19.0,19.0,3.0,0.3,1.0,0.3,51.42857142857143,positive,0,0,0,0
0.25,20.0,19.0,3.0,0.3,1.0,0.3,49.9469696969697,positive,1,1,0,1
0.25,15.0,20.0,3.0,0.3,1.0,0.3,52.15686274509805,positive,0,0,0,0
0.25,16.0,20.0,3.0,0.3,1.0,0.3,52.77777777777778,positive,0,0,0,0
0.25,17.0,20.0,3.0,0.3,1.0,0.3,53.333333333333336,positive,0,0,0,0
0.25,18.0,20.0,3.0,0.3,1.0,0.3,53.83333333333334,positive,0,0,0,0
0.25,19.0,20.0,3.0,0.3,1.0,0.3,54.28571428571429,positive,0,0,0,0
0.25,20.0,20.0,3.0,0.3,1.0,0.3,54.69696969696971,positive,0,0,0,0
0.25,15.0,15.0,0.1,0.5,1.0,0.3,-5.317598615874038,negative,1,0,1,1
0.25,16.0,15.0,0.1,0.5,1.0,0.3,-6.027985971305643,negative,1,0,1,1
0.25,17.0,15.0,0.1,0.5,1.0,0.3,-6.738849836438319,negative,1,0,1,1
0.25,18.0,15.0,0.1,0.5,1.0,0.3,-7.4501066130788915,negative,1,1,1,0
0.25,19.0,15.0,0.1,0.5,1.0,0.3,-8.161691177773015,negative,1,1,1,0
0.25,20.0,15.0,0.1,0.5,1.0,0.3,-8.873552045486104,negative,1,1,1,0
0.25,15.0,16.0,0.1,0.5,1.0,0.3,-4.981718146045896,negative,1,0,1,1
0.25,16.0,16.0,0.1,0.5,1.0,0.3,-5.690378383065434,negative,1,0,1,1
0.25,17.0,16.0,0.1,0.5,1.0,0.3,-6.399548647467241,negative,1,0,1,1
0.25,18.0,16.0,0.1,0.5,1.0,0.3,-7.109139460763202,negative,1,0,1,1
0.25,19.0,16.0,0.1,0.5,1.0,0.3,-7.819081118716713,negative,1,1,1,0
0.25,20.0,16.0,0.1,0.5,1.0,0.3,-8.529318514837062,negative,1,1,1,0
0.25,15.0,17.0,0.1,0.5,1.0,0.3,-4.6483443961450135,negative,1,0,1,1
0.25,16.0,17.0,0.1,0.5,1.0,0.3,-5.355453093195665,negative,1,0,1,1
0.25,17.0,17.0,0.1,0.5,1.0,0.3,-6.063105335309786,negative,1,0,1,1
0.25,18.0,17.0,0.1,0.5,1.0,0.3,-6.771205763704312,negative,1,0,1,1
0.25,19.0,17.0,0.1,0.5,1.0,0.3,-7.479680093360393,negative,1,0,1,1
0.25,20.0,17.0,0.1,0.5,1.0,0.3,-8.188469596331185,negative,1,1,1,0
0.25,16.0,18.0,0.1,0.5,1.0,0.3,-5.022752891746832,negative,1,0,1,1
0.25,17.0,18.0,0.1,0.5,1.0,0.3,-5.729032761872722,negative,1,0,1,1
0.25,18.0,18.0,0.1,0.5,1.0,0.3,-6.435788455665273,negative,1,0,1,1
0.25,19.0,18.0,0.1,0.5,1.0,0.3,-7.142941107323378,negative,1,0,1,1
0.25,20.0,18.0,0.1,0.5,1.0,0.3,-7.850428367444072,negative,1,0,1,1
0.25,17.0,19.0,0.1,0.5,1.0,0.3,-5.396948549943089,negative,1,0,1,1
0.25,18.0,19.0,0.1,0.5,1.0,0.3,-6.1024816674493385,negative,1,0,1,1
0.25,19.0,19.0,0.1,0.5,1.0,0.3,-6.808434799425141,negative,1,0,1,1
0.25,20.0,19.0,0.1,0.5,1.0,0.3,-7.514741975011409,negative,1,0,1,1
0.25,17.0,20.0,0.1,0.5,1.0,0.3,-5.066548358473824,negative,1,0,1,1
0.25,18.0,20.0,0.1,0.5,1.0,0.3,-5.770962360308063,negative,1,0,1,1
0.25,19.0,20.0,0.1,0.5,1.0,0.3,-6.47581943321586,negative,1,0,1,1
0.25,20.0,20.0,0.1,0.5,1.0,0.3,-7.181049984881999,negative,1,0,1,1
0.25,15.0,15.0,0.3,0.5,1.0,0.3,-2.575940597992052,negative,1,0,1,1
0.25,16.0,15.0,0.3,0.5,1.0,0.3,-3.0640448628499164,negative,1,0,1,1
0.25,17.0,15.0,0.3,0.5,1.0,0.3,-3.5538137043694995,negative,1,0,1,1
0.25,18.0,15.0,0.3,0.5,1.0,0.3,-4.044958467638362,negative,1,1,1,0
0.25,19.0,15.0,0.3,0.5,1.0,0.3,-4.537253591713998,negative,1,1,1,0
0.25,20.0,15.0,0.3,0.5,1.0,0.3,-5.030520264035773,negative,1,1,1,0
0.25,16.0,16.0,0.3,0.5,1.0,0.3,-2.759077364529302,negative,1,0,1,1
0.25,17.0,16.0,0.3,0.5,1.0,0.3,-3.2463541247021728,negative,1,0,1,1
0.25,18.0,16.0,0.3,0.5,1.0,0.3,-3.735101779652747,negative,1,0,1,1
0.25,19.0,16.0,0.3,0.5,1.0,0.3,-4.225079199089596,negative,1,1,1,0
0.25,20.0,16.0,0.3,0.5,1.0,0.3,-4.716095227911229,negative,1,1,1,0
0.25,17.0,17.0,0.3,0.5,1.0,0.3,-2.942189226755894,negative,1,0,1,1
0.25,18.0,17.0,0.3,0.5,1.0,0.3,-3.428741046237679,negative,1,0,1,1
0.25,19.0,17.0,0.3,0.5,1.0,0.3,-3.916602033885241,negative,1,0,1,1
0.25,20.0,17.0,0.3,0.5,1.0,0.3,-4.4055686920562325,negative,1,1,1,0
0.25,18.0,18.0,0.3,0.5,1.0,0.3,-3.125280366045909,negative,1,0,1,1
0.25,19.0,18.0,0.3,0.5,1.0,0.3,-3.611191886881609,negative,1,0,1,1
0.25,20.0,18.0,0.3,0.5,1.0,0.3,-4.0982761393793865,negative,1,0,1,1
0.25,19.0,19.0,0.3,0.5,1.0,0.3,-3.308354077723749,negative,1,0,1,1
0.25,20.0,19.0,0.3,0.5,1.0,0.3,-3.793695959690669,negative,1,0,1,1
0.25,19.0,20.0,0.3,0.5,1.0,0.3,-3.00769488123118,negative,1,0,1,1
0.25,20.0,20.0,0.3,0.5,1.0,0.3,-3.491412993859239,negative,1,0,1,1
0.25,16.0,15.0,0.5,0.5,1.0,0.3,-0.7881446878353633,negative,1,0,1,1
0.25,17.0,15.0,0.5,0.5,1.0,0.3,-0.9839293126964352,negative,1,0,1,1
0.25,18.0,15.0,0.5,0.5,1.0,0.3,-1.182051998881744,negative,1,1,1,0
0.25,19.0,15.0,0.5,0.5,1.0,0.3,-1.3821336013116827,negative,1,1,1,0
0.25,20.0,15.0,0.5,0.5,1.0,0.3,-1.583872748256309,negative,1,1,1,0
0.25,17.0,16.0,0.5,0.5,1.0,0.3,-0.8305028305028311,negative,1,0,1,1
0.25,18.0,16.0,0.5,0.5,1.0,0.3,-1.0254317111459978,negative,1,0,1,1
0.25,19.0,16.0,0.5,0.5,1.0,0.3,-1.2224532224532234,negative,1,1,1,0
0.25,20.0,16.0,0.5,0.5,1.0,0.3,-1.4212454212454226,negative,1,1,1,0
0.25,18.0,17.0,0.5,0.5,1.0,0.3,-0.8729284484878291,negative,1,0,1,1
0.25,19.0,17.0,0.5,0.5,1.0,0.3,-1.0671256454388989,negative,1,0,1,1
0.25,20.0,17.0,0.5,0.5,1.0,0.3,-1.2632066728452274,negative,1,1,1,0
0.25,19.0,18.0,0.5,0.5,1.0,0.3,-0.9154089154089148,negative,1,0,1,1
0.25,20.0,18.0,0.5,0.5,1.0,0.3,-1.1089743589743586,negative,1,0,1,1
0.25,20.0,19.0,0.5,0.5,1.0,0.3,-0.9579345385797003,negative,1,0,1,1
0.25,18.0,15.0,0.7,0.5,1.0,0.3,0.8719966694154668,positive,1,1,1,0
0.25,19.0,15.0,0.7,0.5,1.0,0.3,1.078662924782573,positive,1,1,1,0
0.25,20.0,15.0,0.7,0.5,1.0,0.3,1.2833623866739892,positive,1,1,1,0
0.25,19.0,16.0,0.7,0.5,1.0,0.3,0.8923530830224536,positive,1,1,1,0
0.25,20.0,16.0,0.7,0.5,1.0,0.3,1.1005937874483294,positive,1,1,1,0
0.25,20.0,17.0,0.7,0.5,1.0,0.3,0.9122609816124292,positive,1,1,1,0
0.25,19.0,15.0,0.9,0.5,1.0,0.3,2.3818032275447405,positive,1,1,1,0
0.25,20.0,15.0,0.9,0.5,1.0,0.3,3.1939776308582823,positive,1,1,1,0
0.25,20.0,16.0,0.9,0.5,1.0,0.3,2.325675198736155,positive,1,1,1,0
0.25,20.0,15.0,1.0,0.5,1.0,0.3,3.5479452054794525,positive,1,1,1,0
0.25,15.0,15.0,2.0,0.5,1.0,0.3,29.36643835616439,positive,0,0,0,0
0.25,16.0,15.0,2.0,0.5,1.0,0.3,29.538006983615368,positive,0,0,0,0
0.25,17.0,15.0,2.0,0.5,1.0,0.3,29.690512430238464,positive,0,0,0,0
0.25,18.0,15.0,2.0,0.5,1.0,0.3,29.82696467195386,positive,0,1,0,1
0.25,19.0,15.0,2.0,0.5,1.0,0.3,29.94977168949772,positive,0,1,0,1
0.25,20.0,15.0,2.0,0.5,1.0,0.3,30.06088280060883,positive,0,1,0,1
0.25,15.0,16.0,2.0,0.5,1.0,0.3,31.490384615384613,positive,0,0,0,0
0.25,16.0,16.0,2.0,0.5,1.0,0.3,31.674208144796378,positive,0,0,0,0
0.25,17.0,16.0,2.0,0.5,1.0,0.3,31.837606837606835,positive,0,0,0,0
0.25,18.0,16.0,2.0,0.5,1.0,0.3,31.983805668016192,positive,0,0,0,0
0.25,19.0,16.0,2.0,0.5,1.0,0.3,32.11538461538461,positive,0,1,0,1
0.25,20.0,16.0,2.0,0.5,1.0,0.3,32.234432234432234,positive,0,1,0,1
0.25,15.0,17.0,2.0,0.5,1.0,0.3,33.6144578313253,positive,0,0,0,0
0.25,16.0,17.0,2.0,0.5,1.0,0.3,33.81053626269785,positive,0,0,0,0
0.25,17.0,17.0,2.0,0.5,1.0,0.3,33.98482820169567,positive,0,0,0,0
0.25,18.0,17.0,2.0,0.5,1.0,0.3,34.14077362079898,positive,0,0,0,0
0.25,19.0,17.0,2.0,0.5,1.0,0.3,34.28112449799197,positive,0,0,0,0
0.25,20.0,17.0,2.0,0.5,1.0,0.3,34.408108624976094,positive,0,1,0,1
0.25,15.0,18.0,2.0,0.5,1.0,0.3,35.73863636363637,positive,0,0,0,0
0.25,16.0,18.0,2.0,0.5,1.0,0.3,35.9469696969697,positive,0,0,0,0
0.25,17.0,18.0,2.0,0.5,1.0,0.3,36.132154882154886,positive,0,0,0,0
0.25,18.0,18.0,2.0,0.5,1.0,0.3,36.29784688995216,positive,0,0,0,0
0.25,19.0,18.0,2.0,0.5,1.0,0.3,36.4469696969697,positive,0,0,0,0
0.25,20.0,18.0,2.0,0.5,1.0,0.3,36.581890331890335,positive,0,0,0,0
0.25,15.0,19.0,2.0,0.5,1.0,0.3,37.86290322580645,positive,0,0,0,0
0.25,16.0,19.0,2.0,0.5,1.0,0.3,38.08349146110056,positive,0,0,0,0
0.25,17.0,19.0,2.0,0.5,1.0,0.3,38.27956989247312,positive,0,0,0,0
0.25,18.0,19.0,2.0,0.5,1.0,0.3,38.455008488964346,positive,0,0,0,0
0.25,19.0,19.0,2.0,0.5,1.0,0.3,38.61290322580645,positive,0,0,0,0
0.25,20.0,19.0,2.0,0.5,1.0,0.3,38.75576036866359,positive,0,0,0,0
0.25,15.0,20.0,2.0,0.5,1.0,0.3,39.98724489795919,positive,0,0,0,0
0.25,16.0,20.0,2.0,0.5,1.0,0.3,40.22008803521409,positive,0,0,0,0
0.25,17.0,20.0,2.0,0.5,1.0,0.3,40.427059712774,positive,0,0,0,0
0.25,18.0,20.0,2.0,0.5,1.0,0.3,40.61224489795919,positive,0,0,0,0
0.25,19.0,20.0,2.0,0.5,1.0,0.3,40.77891156462585,positive,0,0,0,0
0.25,20.0,20.0,2.0,0.5,1.0,0.3,40.9297052154195,positive,0,0,0,0
0.25,15.0,15.0,2.5,0.5,1.0,0.3,38.64674138646741,positive,0,0,0,0
0.25,16.0,15.0,2.5,0.5,1.0,0.3,38.94977168949772,positive,0,0,0,0
0.25,17.0,15.0,2.5,0.5,1.0,0.3,39.220041959768,positive,0,0,0,0
0.25,18.0,15.0,2.5,0.5,1.0,0.3,39.46259220231823,positive,0,1,0,1
0.25,19.0,15.0,2.5,0.5,1.0,0.3,39.681479006570896,positive,0,1,0,1
0.25,20.0,15.0,2.5,0.5,1.0,0.3,39.88000424763725,positive,0,1,0,1
0.25,15.0,16.0,2.5,0.5,1.0,0.3,41.433566433566426,positive,0,0,0,0
0.25,16.0,16.0,2.5,0.5,1.0,0.3,41.75824175824175,positive,0,0,0,0
0.25,17.0,16.0,2.5,0.5,1.0,0.3,42.04781704781705,positive,0,0,0,0
0.25,18.0,16.0,2.5,0.5,1.0,0.3,42.3076923076923,positive,0,0,0,0
0.25,19.0,16.0,2.5,0.5,1.0,0.3,42.542213883677306,positive,0,1,0,1
0.25,20.0,16.0,2.5,0.5,1.0,0.3,42.75491949910554,positive,0,1,0,1
0.25,15.0,17.0,2.5,0.5,1.0,0.3,44.22051843738591,positive,0,0,0,0
0.25,16.0,17.0,2.5,0.5,1.0,0.3,44.56683878370625,positive,0,0,0,0
0.25,17.0,17.0,2.5,0.5,1.0,0.3,44.87571909258656,positive,0,0,0,0
0.25,18.0,17.0,2.5,0.5,1.0,0.3,45.15291936978684,positive,0,0,0,0
0.25,19.0,17.0,2.5,0.5,1.0,0.3,45.40307571750417,positive,0,0,0,0
0.25,20.0,17.0,2.5,0.5,1.0,0.3,45.629961707294285,positive,0,1,0,1
0.25,15.0,18.0,2.5,0.5,1.0,0.3,47.00757575757576,positive,0,0,0,0
0.25,16.0,18.0,2.5,0.5,1.0,0.3,47.375541125541126,positive,0,0,0,0
0.25,17.0,18.0,2.5,0.5,1.0,0.3,47.70372645372646,positive,0,0,0,0
0.25,18.0,18.0,2.5,0.5,1.0,0.3,47.99825174825176,positive,0,0,0,0
0.25,19.0,18.0,2.5,0.5,1.0,0.3,48.26404286770142,positive,0,0,0,0
0.25,20.0,18.0,2.5,0.5,1.0,0.3,48.50510923185342,positive,0,0,0,0
0.25,15.0,19.0,2.5,0.5,1.0,0.3,49.79472140762463,positive,0,0,0,0
0.25,16.0,19.0,2.5,0.5,1.0,0.3,50.18433179723502,positive,0,0,0,0
0.25,17.0,19.0,2.5,0.5,1.0,0.3,50.531822144725375,positive,0,0,0,0
0.25,18.0,19.0,2.5,0.5,1.0,0.3,50.84367245657568,positive,0,0,0,0
0.25,19.0,19.0,2.5,0.5,1.0,0.3,51.12509834775768,positive,0,0,0,0
0.25,20.0,19.0,2.5,0.5,1.0,0.3,51.38034508627156,positive,0,0,0,0
0.25,15.0,20.0,2.5,0.5,1.0,0.3,52.58194186765615,positive,0,0,0,0
0.25,16.0,20.0,2.5,0.5,1.0,0.3,52.993197278911566,positive,0,0,0,0
